
[Comida],1,130.13,g,22-05-10 01:03:17
[Agua],1,64.05,g,22-05-10 01:03:17
[Comida],2,130.28,g,22-05-10 01:03:46
[Agua],2,64.06,g,22-05-10 01:03:46
[Comida],3,130.43,g,22-05-10 01:04:16
[Agua],3,64.03,g,22-05-10 01:04:16
[Comida],4,130.43,g,22-05-10 01:04:47
[Agua],4,64.06,g,22-05-10 01:04:47
